Player,,Loan: start/end,Age,Nationality,Region Nat,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Taylor Harwood-Bellis,Out,Start,21,England,Europe,Centre-Back,"25,000,000",Man City,"Premier League, England",Top,England,First Tier,Southampton,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,2438
Flynn Downes,Out,Start,24,England,Europe,Central Midfield,"9,000,000",West Ham,"Premier League, England",Top,England,First Tier,Southampton,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,816
Jaidon Anthony,Out,Start,23,England,Europe,Left Winger,"9,000,000",Bournemouth,"Premier League, England",Top,England,First Tier,Leeds,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1092
Mason Holgate,Out,Start,26,England,Europe,Centre-Back,"9,000,000",Everton,"Premier League, England",Top,England,First Tier,Southampton,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1712
Lewis O'Brien,Out,Start,24,England,Europe,Central Midfield,"8,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Middlesbrough,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1478
Brandon Williams,Out,Start,22,England,Europe,Left-Back,"7,000,000",Man Utd,"Premier League, England",Top,England,First Tier,Ipswich,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,403
Jonathan Panzo,Out,Start,22,England,Europe,Centre-Back,"3,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Cardiff,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1238
Luke Cundle,Out,Start,21,England,Europe,Central Midfield,"3,000,000",Wolves,"Premier League, England",Top,England,First Tier,Plymouth,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1579
Scott Twine,Out,Start,24,England,Europe,Attacking Midfield,"2,800,000",Burnley,"Premier League, England",Top,England,First Tier,Hull City,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,2321
Josh Bowler,Out,Start,24,England,Europe,Right Winger,"1,800,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Cardiff,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1287
Jay Stansfield,Out,Start,20,England,Europe,Centre-Forward,"1,200,000",Fulham,"Premier League, England",Top,England,First Tier,Birmingham,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1137
James Hill,Out,Start,21,England,Europe,Centre-Back,"1,000,000",Bournemouth,"Premier League, England",Top,England,First Tier,Blackburn,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1106
Carl Rushworth,Out,Start,22,England,Europe,Goalkeeper,"900,000",Brighton,"Premier League, England",Top,England,First Tier,Swansea,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,440
Rúnar Alex Rúnarsson,Out,Start,28,Iceland,Europe,Goalkeeper,"1,500,000",Arsenal,"Premier League, England",Top,England,First Tier,Cardiff,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,2242
Luke McNally,Out,Start,23,Ireland,Europe,Centre-Back,"2,200,000",Burnley,"Premier League, England",Top,England,First Tier,Stoke City,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1583
Mark Travers,Out,Start,24,Ireland,Europe,Goalkeeper,"2,000,000",Bournemouth,"Premier League, England",Top,England,First Tier,Stoke City,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1676
Jeff Hendrick,Out,Start,31,Ireland,Europe,Central Midfield,"1,500,000",Newcastle,"Premier League, England",Top,England,First Tier,Sheff Wed,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1158
Andy Moran,Out,Start,19,Ireland,Europe,Attacking Midfield,"300,000",Brighton,"Premier League, England",Top,England,First Tier,Blackburn,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,225
Jamal Lowe,Out,Start,29,Jamaica,North America,Right Winger,"1,500,000",Bournemouth,"Premier League, England",Top,England,First Tier,Swansea,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1101
Ui-jo Hwang,Out,Start,31,"Korea, South",Asia,Centre-Forward,"4,800,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Norwich,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,2539
Ki-Jana Hoever,Out,Start,21,Netherlands,Europe,Right-Back,"3,500,000",Wolves,"Premier League, England",Top,England,First Tier,Stoke City,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1404
Fred Onyedinma,Out,Start,26,Nigeria,Africa,Attacking Midfield,"500,000",Luton,"Premier League, England",Top,England,First Tier,Rotherham,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,849
Jamal Lewis,Out,Start,25,Northern Ireland,Europe,Left-Back,"6,000,000",Newcastle,"Premier League, England",Top,England,First Tier,Watford,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1099
Chiquinho,Out,Start,23,Portugal,Europe,Left Winger,"2,000,000",Wolves,"Premier League, England",Top,England,First Tier,Stoke City,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,480
Ryan Fraser,Out,Start,29,Scotland,Europe,Left Winger,"6,000,000",Newcastle,"Premier League, England",Top,England,First Tier,Southampton,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,2247
Calvin Ramsay,Out,Start,19,Scotland,Europe,Right-Back,"5,000,000",Liverpool,"Premier League, England",Top,England,First Tier,Preston,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,433
Allan Campbell,Out,Start,25,Scotland,Europe,Central Midfield,"3,000,000",Luton,"Premier League, England",Top,England,First Tier,Millwall,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,145
Harrison Ashby,Out,Start,21,Scotland,Europe,Right-Back,"1,000,000",Newcastle,"Premier League, England",Top,England,First Tier,Swansea,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,977
Yasin Ayari,Out,Start,19,Sweden,Europe,Central Midfield,"6,000,000",Brighton,"Premier League, England",Top,England,First Tier,Coventry,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,2636
Joe Rodon,Out,Start,25,Wales,Europe,Centre-Back,"7,000,000",Tottenham,"Premier League, England",Top,England,First Tier,Leeds,"Championship, England","Europe, ex. Top Leagues",England,Second Tier,,0,1205
Garang Kuol,Out,Start,18,Australia,Asia,Right Winger,"800,000",Newcastle,"Premier League, England",Top,England,First Tier,FC Volendam,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,0,871
Loïc Mbe Soh,Out,Start,22,France,Europe,Centre-Back,"2,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Almere City,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,0,1487
Kacper Kozlowski,Out,Start,19,Poland,Europe,Central Midfield,"8,000,000",Brighton,"Premier League, England",Top,England,First Tier,Vitesse,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,0,1348
Yankuba Minteh,Out,Start,18,The Gambia,Africa,Right Winger,"2,000,000",Newcastle,"Premier League, England",Top,England,First Tier,Feyenoord,"Eredivisie, Netherlands","Europe, ex. Top Leagues",Netherlands,First Tier,,0,2624
Steven Alzate,Out,Start,24,Colombia,South America,Central Midfield,"4,000,000",Brighton,"Premier League, England",Top,England,First Tier,Standard Liège,"Jupiler Pro League, Belgium","Europe, ex. Top Leagues",Belgium,First Tier,,0,2414
Isaac Hayden,Out,Start,28,England,Europe,Defensive Midfield,"3,500,000",Newcastle,"Premier League, England",Top,England,First Tier,Standard Liège,"Jupiler Pro League, Belgium","Europe, ex. Top Leagues",Belgium,First Tier,,0,1042
Alex Mighten,Out,Start,21,England,Europe,Left Winger,"600,000",Nottm Forest,"Premier League, England",Top,England,First Tier,KV Kortrijk,"Jupiler Pro League, Belgium","Europe, ex. Top Leagues",Belgium,First Tier,,0,109
Gabriel Slonina,Out,Start,19,United States,North America,Goalkeeper,"9,000,000",Chelsea,"Premier League, England",Top,England,First Tier,KAS Eupen,"Jupiler Pro League, Belgium","Europe, ex. Top Leagues",Belgium,First Tier,,0,862
Máximo Perrone,Inside,Start,20,Argentina,South America,Defensive Midfield,"10,000,000",Man City,"Premier League, England",Top,England,First Tier,UD Las Palmas,"LaLiga, Spain",Top,Spain,First Tier,,0,1803
Mason Greenwood,Inside,Start,21,England,Europe,Right Winger,"5,000,000",Man Utd,"Premier League, England",Top,England,First Tier,Getafe,"LaLiga, Spain",Top,Spain,First Tier,,0,1710
João Cancelo,Inside,Start,29,Portugal,Europe,Right-Back,"50,000,000",Man City,"Premier League, England",Top,England,First Tier,Barcelona,"LaLiga, Spain",Top,Spain,First Tier,,0,1189
Álvaro Fernandez,Inside,Start,20,Spain,Europe,Left-Back,"7,000,000",Man Utd,"Premier League, England",Top,England,First Tier,Granada CF,"LaLiga, Spain",Top,Spain,First Tier,,0,152
Luke Plange,Out,Start,20,England,Europe,Centre-Forward,"1,000,000",Crystal Palace,"Premier League, England",Top,England,First Tier,Carlisle United,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,1585
Matthew Cox,Out,Start,20,England,Europe,Goalkeeper,"500,000",Brentford,"Premier League, England",Top,England,First Tier,Bristol Rovers,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,1765
Jensen Weir,Out,Start,21,England,Europe,Central Midfield,"450,000",Brighton,"Premier League, England",Top,England,First Tier,Blackpool,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,1165
Paris Maghoma,Out,Start,22,England,Europe,Central Midfield,"350,000",Brentford,"Premier League, England",Top,England,First Tier,Bolton,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,2065
Kell Watts,Out,Start,23,England,Europe,Centre-Back,"300,000",Newcastle,"Premier League, England",Top,England,First Tier,Wigan,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,1377
John McAtee,Out,Start,24,England,Europe,Second Striker,"200,000",Luton,"Premier League, England",Top,England,First Tier,Barnsley FC,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,1219
Ryan Trevitt,Out,Start,20,England,Europe,Central Midfield,"100,000",Brentford,"Premier League, England",Top,England,First Tier,Exeter City,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,2251
Viljami Sinisalo,Out,Start,21,Finland,Europe,Goalkeeper,"500,000",Aston Villa,"Premier League, England",Top,England,First Tier,Exeter City,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,2579
Louie Watson,Out,Start,22,Ireland,Europe,Central Midfield,"250,000",Luton,"Premier League, England",Top,England,First Tier,Charlton,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,1512
Marc Leonard,Out,Start,21,Scotland,Europe,Central Midfield,"300,000",Brighton,"Premier League, England",Top,England,First Tier,Northampton,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,1633
Slobodan Tedic,Out,Start,23,Serbia,Europe,Centre-Forward,"600,000",Man City,"Premier League, England",Top,England,First Tier,Charlton,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,2391
Chem Campbell,Out,Start,20,Wales,Europe,Attacking Midfield,"1,000,000",Wolves,"Premier League, England",Top,England,First Tier,Charlton,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,475
Ed Turns,Out,Start,20,Wales,Europe,Centre-Back,"350,000",Brighton,"Premier League, England",Top,England,First Tier,Leyton Orient,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,670
Fin Stevens,Out,Start,20,Wales,Europe,Right-Back,"300,000",Brentford,"Premier League, England",Top,England,First Tier,Oxford United,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,804
Elliot Thorpe,Out,Start,22,Wales,Europe,Central Midfield,"250,000",Luton,"Premier League, England",Top,England,First Tier,Shrewsbury,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,703
Admiral Muskwe,Out,Start,25,Zimbabwe,Africa,Centre-Forward,"300,000",Luton,"Premier League, England",Top,England,First Tier,Exeter City,"League One, England","Europe, ex. Top Leagues",England,Third Tier,,0,36
Dion Pereira,Out,Start,24,Antigua and Barbuda,North America,Left Winger,"200,000",Luton,"Premier League, England",Top,England,First Tier,Sutton Utd,"League Two, England","Europe, ex. Top Leagues",England,Fourth Tier,,0,639
Arthur Okonkwo,Out,Start,21,England,Europe,Goalkeeper,"2,000,000",Arsenal,"Premier League, England",Top,England,First Tier,Wrexham,"League Two, England","Europe, ex. Top Leagues",England,Fourth Tier,,0,309
Joe Taylor,Out,Start,20,Wales,Europe,Centre-Forward,"250,000",Luton,"Premier League, England",Top,England,First Tier,Colchester Utd.,"League Two, England","Europe, ex. Top Leagues",England,Fourth Tier,,0,1207
Gonçalo Guedes,Out,Start,26,Portugal,Europe,Left Winger,"23,000,000",Wolves,"Premier League, England",Top,England,First Tier,Benfica,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,,0,936
Chiquinho,Out,Start,23,Portugal,Europe,Left Winger,"2,000,000",Wolves,"Premier League, England",Top,England,First Tier,Famalicão,Liga Portugal,"Europe, ex. Top Leagues",Portugal,First Tier,,0,481
Ângelo,Inside,Start,18,Brazil,South America,Right Winger,"13,000,000",Chelsea,"Premier League, England",Top,England,First Tier,R. Strasbourg,"Ligue 1, France",Top,France,First Tier,,0,241
Josh Wilson-Esbrand,Inside,Start,20,England,Europe,Left-Back,"1,500,000",Man City,"Premier League, England",Top,England,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,,0,1288
Romain Faivre,Inside,Start,25,France,Europe,Right Midfield,"10,000,000",Bournemouth,"Premier League, England",Top,England,First Tier,FC Lorient,"Ligue 1, France",Top,France,First Tier,,0,2218
Morgan Sanson,Inside,Start,28,France,Europe,Central Midfield,"6,000,000",Aston Villa,"Premier League, England",Top,England,First Tier,OGC Nice,"Ligue 1, France",Top,France,First Tier,,0,1878
Richie Laryea,Out,Start,28,Canada,North America,Right-Back,"2,500,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Vancouver,"Major League Soccer, US",North America,US,First Tier,,0,2181
Aribim Pepple,Out,Start,20,Canada,North America,Centre-Forward,"100,000",Luton,"Premier League, England",Top,England,First Tier,Bromley,"National League, England","Europe, ex. Top Leagues",England,Fifth Tier,,0,283
Louie Moulden,Out,Start,21,England,Europe,Goalkeeper,"200,000",Wolves,"Premier League, England",Top,England,First Tier,Rochdale,"National League, England","Europe, ex. Top Leagues",England,Fifth Tier,,0,1510
Albert Sambi Lokonga,Inside,Start,23,Belgium,Europe,Central Midfield,"15,000,000",Arsenal,"Premier League, England",Top,England,First Tier,Luton,"Premier League, England",Top,England,First Tier,,0,65
Andrey Santos,Inside,Start,19,Brazil,South America,Defensive Midfield,"15,000,000",Chelsea,"Premier League, England",Top,England,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,0,213
Issa Kaboré,Inside,Start,22,Burkina Faso,Africa,Right-Back,"7,000,000",Man City,"Premier League, England",Top,England,First Tier,Luton,"Premier League, England",Top,England,First Tier,,0,1054
Lewis Hall,Inside,Start,18,England,Europe,Left-Back,"18,000,000",Chelsea,"Premier League, England",Top,England,First Tier,Newcastle,"Premier League, England",Top,England,First Tier,,0,1474
James McAtee,Inside,Start,20,England,Europe,Central Midfield,"12,000,000",Man City,"Premier League, England",Top,England,First Tier,Sheff Utd,"Premier League, England",Top,England,First Tier,,0,1110
Tommy Doyle,Inside,Start,21,England,Europe,Central Midfield,"7,000,000",Man City,"Premier League, England",Top,England,First Tier,Wolves,"Premier League, England",Top,England,First Tier,,0,2522
Neal Maupay,Inside,Start,27,France,Europe,Centre-Forward,"10,000,000",Everton,"Premier League, England",Top,England,First Tier,Brentford,"Premier League, England",Top,England,First Tier,,0,1925
Sergio Reguilón,Inside,Start,26,Spain,Europe,Left-Back,"10,000,000",Tottenham,"Premier League, England",Top,England,First Tier,Man Utd,"Premier League, England",Top,England,First Tier,,0,2362
Philippe Coutinho,Out,Start,31,Brazil,South America,Attacking Midfield,"10,000,000",Aston Villa,"Premier League, England",Top,England,First Tier,Al-Duhail SC,Qatar Stars League,Asia,Qatar,First Tier,,0,2102
Jack Walton,Out,Start,25,England,Europe,Goalkeeper,"400,000",Luton,"Premier League, England",Top,England,First Tier,Dundee United,Scottish Championship,"Europe, ex. Top Leagues",Scotland,Second Tier,,0,1081
Rhys Williams,Out,Start,22,England,Europe,Centre-Back,"2,000,000",Liverpool,"Premier League, England",Top,England,First Tier,Aberdeen FC,Scottish Premiership,"Europe, ex. Top Leagues",Scotland,First Tier,,0,2171
Will Dennis,Out,Start,22,England,Europe,Goalkeeper,"150,000",Bournemouth,"Premier League, England",Top,England,First Tier,Kilmarnock FC,Scottish Premiership,"Europe, ex. Top Leagues",Scotland,First Tier,,0,2598
Dara Costelloe,Out,Start,20,Ireland,Europe,Left Winger,"300,000",Burnley,"Premier League, England",Top,England,First Tier,St. Johnstone,Scottish Premiership,"Europe, ex. Top Leagues",Scotland,First Tier,,0,558
Abdallah Sima,Out,Start,22,Senegal,Africa,Right Winger,"6,000,000",Brighton,"Premier League, England",Top,England,First Tier,Rangers,Scottish Premiership,"Europe, ex. Top Leagues",Scotland,First Tier,,0,9
Remo Freuler,Inside,Start,31,Switzerland,Europe,Central Midfield,"8,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Bologna,"Serie A, Italy",Top,Italy,First Tier,,0,2163
Gustavo Scarpa,Out,Start,29,Brazil,South America,Attacking Midfield,"8,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Olympiacos,"Super League 1, Greece","Europe, ex. Top Leagues",Greece,First Tier,,0,956
Omar Richards,Out,Start,25,England,Europe,Left-Back,"5,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Olympiacos,"Super League 1, Greece","Europe, ex. Top Leagues",Greece,First Tier,,0,2018
Bendegúz Bolla,Out,Start,23,Hungary,Europe,Right-Back,"2,700,000",Wolves,"Premier League, England",Top,England,First Tier,Servette FC,"Super League, Swiss","Europe, ex. Top Leagues",Switzerland,First Tier,,0,360
Samuel Bastien,Out,Start,26,DR Congo,Africa,Central Midfield,"1,800,000",Burnley,"Premier League, England",Top,England,First Tier,Kasimpasa,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,0,2290
Jonjo Shelvey,Out,Start,31,England,Europe,Central Midfield,"3,700,000",Nottm Forest,"Premier League, England",Top,England,First Tier,C. Rizespor,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,0,1244
Tanguy Ndombélé,Out,Start,26,France,Europe,Central Midfield,"21,000,000",Tottenham,"Premier League, England",Top,England,First Tier,Galatasaray,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,0,2432
Hakim Ziyech,Out,Start,30,Morocco,Africa,Attacking Midfield,"15,000,000",Chelsea,"Premier League, England",Top,England,First Tier,Galatasaray,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,0,961
Emmanuel Dennis,Out,Start,25,Nigeria,Africa,Left Winger,"7,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Basaksehir,"Süper Lig, Turkey","Europe, ex. Top Leagues",Turkey,First Tier,,0,714
Bailey Peacock-Farrell,Out,Start,26,Northern Ireland,Europe,Goalkeeper,"1,000,000",Burnley,"Premier League, England",Top,England,First Tier,Aarhus GF,"Superligaen, Denmark","Europe, ex. Top Leagues",Denmark,First Tier,,0,337
Alex Kral,In,Start,25,Czech Republic,Europe,Defensive Midfield,"7,000,000",Spartak Moscow,"Premier Liga, Russia","Europe, ex. Top Leagues",Russia,First Tier,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,,0,108
